bacru	gismu   	-ba'u-		      	x_1 utters x_2
fanmo	gismu   	-fam-   	-fa'o-	      	x_1 is an end or finish of or process x_2
fanri	gismu			      	x_1 is a factory or mill producing x_2 from x_3
fanta	gismu			      	x_1 prevents x_2 from occurring
fanva	gismu			      	x_1 translates x_2 to language x_3 from language x_4 with result x_5
fanza	gismu   	-faz-		      	x_1 annoys x_2
fapro	gismu   	-fap-   	-pro-	      	x_1 opposes x_2 about x_3
farlu	gismu   	-fal-   	-fa'u-	      	x_1 falls to x_2 from x_3 in gravity well x_4
farna	gismu   	-far-   	-fa'a-	      	x_1 is the direction of x_2 from origin x_3
farvi	gismu   	-fav-		      	x_1 evolves or develops into x_2 from x_3 through stages x_4
fasnu	gismu   	-fau-		      	x_1 occurs or happens
fatci	gismu   	-fac-		      	x_1 is a fact
fatne	gismu   	-fat-   	-fa'e-	      	x_1 is in reverse order from x_2
fatri	gismu   	-fai-		      	x_1 is distributed among x_2 with shares x_3
febvi	gismu   	-feb-		      	x_1 boils at temperature x_2 and pressure x_3
femti	gismu   	-fem-		      	x_1 is 10 to the negative fifteenth of x_2 in dimension x_3
fendi	gismu   	-fed-		      	x_1 divides x_2 into x_3 by method x_4
fengu	gismu   	-feg-   	-fe'u-	      	x_1 is angry at x_2 for x_3
fenki	gismu   	-fek-		      	x_1 (person, nu) is crazy
fenra	gismu   	-fer-   	-fe'a-	      	x_1 is a crack in x_2
fenso	gismu   	-fen-   	-fe'o-	      	x_1 sews or stitches x_2 together with tool x_3 using filament x_4
fepni	gismu   	-fep-   	-fei-	      	x_1 is measured in money subunits as quantity x_2 in monetary system x_3
fepri	gismu			      	x_1 is the lung of x_2
ferti	gismu   	-fre-		      	x_1 is fertile for growing x_2
festi	gismu   	-fes-		      	x_1 is waste from x_2
fetsi	gismu   	-fet-   	-fe'i-	      	x_1 is a female of species x_2 with feminine traits x_3
figre	gismu   	-fig-		      	x_1 is a fig of species x_2
filso	gismu   	-fis-		      	x_1 is Palestinian in aspect x_2
finpe	gismu   	-fip-   	-fi'e-	      	x_1 is a fish of species x_2
finti	gismu   	-fin-   	-fi'i-	      	x_1 invents or creates x_2 for purpose x_3 from existing ideas x_4
firca	experimental gismu			      	x_1 flirts with x_2 by doing x_3
flalu	gismu   	-fla-		      	x_1 is a law specifying x_2 for community x_3 under conditions x_4 by lawgiver x_5
flani	gismu			      	x_1 is a flute, fife, or recorder
flecu	gismu   	-fle-		      	x_1 is a current in x_2 flowing towards x_3 from x_4
fliba	gismu   	-fli-		      	x_1 fails at doing x_2
flira	gismu   	-fir-		      	x_1 is the face of x_2
foldi	gismu   	-flo-   	-foi-	      	x_1 is a field of material x_2
fonmo	gismu   	-fom-   	-fo'o-	      	x_1 is a quantity of  foam or froth of material x_2 with bubbles of x_3
fonxa	gismu   	-fon-		      	x_1 is a phone or modem in network x_2
forca	gismu   	-fro-		      	x_1 is a fork for x_2 with tines x_3 on base x_4
fraso	gismu   	-fas-		      	x_1 is French in aspect x_2
frati	gismu   	-fra-		      	x_1 responds or reacts with action x_2 to x_3
fraxu	gismu   	-fax-		      	x_1 forgives x_2 for x_3
frica	gismu   	-fic-		      	x_1 differs from x_2 in x_3
friko	gismu   	-fi'o-		      	x_1 is African in aspect x_2
frili	gismu   	-fil-		      	x_1 is easy for x_2
frinu	gismu			      	x_1 is a fraction of x_2 divided by x_3
friti	gismu   	-fit-		      	x_1 offers x_2 to x_3 with conditions x_4
frumu	gismu   	-fru-		      	x_1 frowns
fukpi	gismu   	-fuk-   	-fu'i-	      	x_1 is a copy of x_2 in form x_3 made by method x_4
fulta	gismu   	-ful-   	-flu-	      	x_1 floats in or on x_2
funca	gismu   	-fun-   	-fu'a-	      	x_1 is determined by the fortune of x_2
fusra	gismu   	-fur-		      	x_1 rots or decays with agent x_2
fuzme	gismu   	-fuz-   	-fu'e-	      	x_1 is responsible for x_2 to authority x_3
gacri	gismu   	-gai-		      	x_1 is a lid for covering x_2
gadri	gismu   	-gad-		      	x_1 is an article labelling x_2 in language x_3 with semantics x_4
galfi	gismu   	-gaf-   	-ga'i-	      	x_1 modifies or changes x_2 into x_3
galtu	gismu   	-gal-   	-ga'u-	      	x_1 is high in reference frame x_2 compared with x_3
galxe	gismu			      	x_1 is a throat of x_2
ganlo	gismu   	-ga'o-		      	x_1 is closed, preventing access to x_2 by x_3
ganra	gismu   	-gan-		      	x_1 is broad or wide in dimension x_2
ganse	gismu   	-gas-   	-ga'e-	      	x_1 detects or senses x_2 by means x_3
ganti	gismu			      	x_1 is a gonad, ovary, or equivalent of x_2 of gender x_3
ganxo	gismu   	-gax-		      	x_1 is the anus of x_2
ganzu	gismu   	-gaz-		      	x_1 organizes x_2 into x_3 by system x_4
gapci	gismu   	-gac-		      	x_1 is a gas of x_2
gapru	gismu   	-gap-		      	x_1 is directly above x_2 in reference frame x_3
garna	gismu   	-gar-		      	x_1 is a rail or bar supporting or restraining x_2 of material x_3
gasnu	gismu   	-gau-		      	x_1 causes x_2 to happen
gaspo	experimental gismu			      	x_1 pertains to gua\\spi language/culture in aspect x_2
gasta	gismu   	-gat-		      	x_1 is a quantity of steel of composition x_2
genja	gismu   	-gej-		      	x_1 is a root of x_2
gento	gismu   	-get-   	-ge'o-	      	x_1 is Argentinian in aspect x_2
genxu	gismu   	-gex-		      	x_1 is a hook of material x_2
gerku	gismu   	-ger-   	-ge'u-	      	x_1 is a dog of species x_2
gerna	gismu   	-gen-   	-ge'a-	      	x_1 is the grammar of language x_2 for text x_3
gidva	gismu   	-gid-   	-gi'a-	      	x_1 guides or leads x_2 in x_3
gigdo	gismu   	-gig-   	-gi'o-	      	x_1 is a billion or 10 to the ninth of x_2 in dimension or aspect x_3
ginka	gismu   	-gik-		      	x_1 is a camp of x_2 at x_3
girzu	gismu   	-gir-   	-gri-	      	x_1 is a group with common property x_2 due to set x_3 linked by relations x_4
gismu	gismu   	-gim-   	-gi'u-	      	x_1 is a root word showing relation x_2 among argument roles x_3 with affix x_4
glare	gismu   	-gla-		      	x_1 is hot
gleki	gismu   	-gek-   	-gei-	      	x_1 is happy about x_2 (nu)
gletu	gismu   	-let-   	-gle-	      	x_1 copulates or mates with x_2
glico	gismu   	-gic-   	-gli-	      	x_1 is English in aspect x_2
gluta	gismu   	-glu-		      	x_1 is a glove or mitten of material x_2
gocti	gismu   	-goc-		      	x_1 is 10 to the negative twenty-fourth of x_2 in dimension or aspect x_3
gotro	gismu   	-got-		      	x_1 is 10 to the twenty-fourth of x_2 in dimension or aspect x_3
gradu	gismu   	-rau-		      	x_1 is a unit on scale x_2 measuring property x_3
grake	gismu   	-gra-		      	x_1 is x_2 grams
grana	gismu   	-ga'a-		      	x_1 is a rod or pole of material x_2
grasu	gismu   	-ras-		      	x_1 is a quantity of grease from source x_2
greku	gismu   	-rek-		      	x_1 is a frame or structure supporting x_2
grusi	gismu   	-rus-		      	x_1 is gray
grute	gismu   	-rut-		      	x_1 is a fruit of species x_2
gubni	gismu   	-gub-		      	x_1 is public to community x_2
gugde	gismu   	-gug-   	-gu'e-	      	x_1 is the country of x_2 with territory x_3
gumri	experimental gismu			      	x_1Â is a mushroom of species x_2.
gundi	gismu   	-gud-		      	x_1 is industry producing x_2 by process or means x_3
gunka	gismu   	-gun-   	-gu'a-	      	x_1 works on x_2 with goal x_3
gunma	gismu   	-gum-		      	x_1 is a an aggregate or mass of components x_2
gunro	gismu   	-gur-   	-gu'o-	      	x_1 rolls on x_2 rotating on axis or axle x_3
gunse	gismu			      	x_1 is a goose of species x_2
gunta	gismu   	-gut-		      	x_1 attacks x_2 with goal x_3
gurni	gismu   	-gru-		      	x_1 is grain from plant x_2
guska	gismu   	-guk-		      	x_1 abrades x_2 from x_3
gusni	gismu   	-gus-   	-gu'i-	      	x_1 lights x_2 from source x_3
gusta	gismu			      	x_1 is a restaurant serving x_2 to x_3
gutci	gismu   	-guc-		      	x_1 is x_2 non-metric short distance units in standard x_3 with subunits x_4
gutra	gismu			      	x_1 is the womb of x_2
guzme	gismu   	-guz-   	-zme-	      	x_1 is a melon of species x_2
jabre	gismu			      	x_1 brakes or slows x_2 with mechanism x_3
jadni	gismu   	-jad-   	-ja'i-	      	x_1 adorns or decorates x_2
jakne	gismu			      	x_1 is a rocket propelled by x_2 carrying x_3
jalge	gismu   	-jag-   	-ja'e-	      	x_1 is the result or outcome of x_2
jalna	gismu			      	x_1 is a quantity of starch from x_2 of composition x_3
jalra	gismu			      	x_1 is a cockroach of species x_2
jamfu	gismu   	-jaf-   	-jma-	      	x_1 is a foot of x_2
jamna	gismu   	-jam-		      	x_1 wars against x_2 over x_3
janbe	gismu   	-jab-		      	x_1 is a bell or chime producing sound x_2
janco	gismu   	-jan-		      	x_1 is a joint attaching limb x_2 to x_3
janli	gismu   	-jal-		      	x_1 collides with or crashes into x_2
jansu	gismu   	-jas-		      	x_1 is a diplomat representing x_2 in negotiation x_3 for purpose x_4
janta	gismu   	-jat-		      	x_1 is a bill for x_2 billed to x_3 by x_4
jarbu	gismu			      	x_1 is a suburban area of x_2
jarco	gismu   	-ja'o-		      	x_1 demonstrates or shows x_2 to x_3
jarki	gismu   	-jak-		      	x_1 is narrow in dimension x_2
jaspu	gismu   	-jap-		      	x_1 is a passport issued to x_2 by x_3 allowing x_4
jatna	gismu   	-ja'a-		      	x_1 is a commander or leader of x_2
javni	gismu   	-jva-		      	x_1 is a rule mandating x_2 within system x_3
jbama	gismu   	-bam-		      	x_1 is a bomb with explosive x_2
jbari	gismu   	-jba-		      	x_1 is a berry of plant x_2
jbena	gismu   	-jbe-		      	x_1 is born to x_2 at time x_3 and place x_4
jbera	gismu   	-jer-		      	x_1 borrows x_2 from x_3 for interval x_4
jbini	gismu   	-bin-   	-bi'i-	      	x_1 is between x_2 in property x_3
jdari	gismu   	-jar-		      	x_1 is firm or resistant to force x_2 under conditions x_3
jdice	gismu   	-jdi-		      	x_1 makes decision x_2 about x_3
jdika	gismu			      	x_1 decreases in x_2 by amount x_3
jdima	gismu   	-di'a-		      	x_1 is the price of x_2 to x_3 set by x_4
jdini	gismu   	-din-   	-di'i-	      	x_1 is money issued by x_2
jduli	gismu   	-dul-   	-jdu-	      	x_1 is a quantity of jelly of material x_2
jecta	gismu   	-jec-   	-je'a-	      	x_1 is a polity or state governing x_2
jeftu	gismu   	-jef-		      	x_1 is x_2 weeks long
jegvo	gismu   	-jeg-   	-je'o-	      	x_1 is Judean, Christian, or Moslem in aspect x_2
jelca	gismu   	-jel-		      	x_1 burns at temperature x_2 in atmosphere x_3
jemna	gismu   	-jme-		      	x_1 is a gem of type x_2 and material x_3
jenca	gismu   	-jen-		      	x_1 shocks or stuns x_2
jendu	gismu   	-jed-		      	x_1 is an axle on which x_2 rotates, of material x_3
jenmi	gismu   	-jem-   	-jei-	      	x_1 is an army serving x_2 in function x_3
jerna	gismu			      	x_1 earns salary or pay x_2 for work x_3
jersi	gismu   	-je'i-		      	x_1 chases x_2
jerxo	gismu   	-jex-		      	x_1 is Algerian in aspect x_2
jesni	gismu   	-jes-		      	x_1 is a needle of material x_2
jetce	gismu   	-je'e-		      	x_1 is a jet of material x_2 expelled from x_3
jetnu	gismu   	-jet-   	-je'u-	      	x_1 is true by standard x_2
jgalu	gismu   	-ja'u-		      	x_1 is a claw of x_2
jganu	gismu   	-jga-		      	x_1 is an angle from vertex x_2 subtended by lateral x_3
jgari	gismu   	-jai-		      	x_1 holds or clutches x_2 using x_3 at location x_4
jgena	gismu   	-jge-		      	x_1 is a knot in x_2
jgina	gismu   	-gin-		      	x_1 is a gene of x_2 determining trait x_3
jgira	gismu   	-jgi-		      	x_1 feels pride in x_2
jgita	gismu   	-git-		      	x_1 is a stringed musical instrument with plectrum or bow x_2
jibni	gismu   	-jbi-		      	x_1 is near or close to x_2 in property x_3
jibri	gismu   	-jib-		      	x_1 is a job of person x_2
jicla	gismu			      	x_1 stirs fluid x_2
jicmu	gismu   	-cmu-		      	x_1 is a basis of x_2
jijnu	gismu   	-jij-		      	x_1 intuits x_2 about subject x_3
jikca	gismu   	-jik-		      	x_1 interacts socially with x_2
jikni	experimental gismu			      	x_1 consists of the economic system of sector components x_2
jikru	gismu			      	x_1 is a quantity of liquor distilled from x_2
jilka	gismu   	-jil-		      	x_1 is a quantity of alkali of composition x_2
jilra	gismu			      	x_1 is envious or jealous of x_2 about x_3
jimca	gismu   	-jic-		      	x_1 is a branch of x_2
jimpe	gismu   	-jmi-		      	x_1 understands x_2 about x_3
jimte	gismu   	-jit-		      	x_1 is a limit or border of x_2 in property x_3
jinci	gismu			      	x_1 are shears or scissors for cutting x_2
jinga	gismu   	-jig-   	-ji'a-	      	x_1 wins prize x_2 from x_3 in competition x_4
jinku	gismu			      	x_1 is a vaccine protecting x_2 against x_3 introduced by method x_4
jinme	gismu   	-jim-		      	x_1 is a quantity of metal of composition x_2
jinru	gismu   	-jir-		      	x_1 is immersed or submerged in liquid x_2
jinsa	gismu   	-jis-		      	x_1 is clean of material x_2
jinto	gismu			      	x_1 is a well or spring of fluid x_2 at location x_3
jinvi	gismu   	-jiv-   	-ji'i-	      	x_1 opines or thinks that x_2 is true about x_3 because x_4
jinzi	gismu   	-jiz-		      	x_1 is an innate or natural property of x_2
jipci	gismu			      	x_1 is a chicken of species x_2
jipno	gismu   	-jip-   	-ji'o-	      	x_1 is a tip or point on object x_2 at location x_3
jirna	gismu			      	x_1 is a horn of x_2
jisra	gismu			      	x_1 is a quantity of juice from x_2
jitfa	gismu   	-jif-		      	x_1 is false by standard or epistemology x_2
jitro	gismu   	-tro-		      	x_1 has control over x_2 in x_3
jivbu	gismu			      	x_1 weaves x_2 from material x_3
jivna	gismu   	-jvi-		      	x_1 competes with x_2 in contest x_3 for gain x_4
jmaji	gismu   	-jaj-		      	x_1 gathers at location x_2 from locations x_3
jmifa	gismu			      	x_1 is a shoal or reef of material x_2 in body of water x_3
jmina	gismu   	-min-		      	x_1 combines or adds x_2 to x_3 with result x_4
jmive	gismu   	-miv-   	-ji'e-	      	x_1 is alive in that it does x_2 (ka)
jordo	gismu   	-jor-   	-jo'o-	      	x_1 is Jordanian in aspect x_2
jorne	gismu   	-jon-   	-jo'e-	      	x_1 is joined to x_2 at location x_3
jubme	gismu   	-jub-   	-jbu-	      	x_1 is a table made of x_2 with support x_3
judri	gismu			      	x_1 is an address of x_2 in system x_3
jufra	gismu   	-juf-   	-ju'a-	      	x_1 is a sentence or statement about x_2 in language x_3
jukni	gismu   	-juk-		      	x_1 is a spider of species x_2
jukpa	gismu   	-jup-		      	x_1 cooks or prepares food x_2 by recipe x_3
julne	gismu   	-ju'e-		      	x_1 is a filter passing x_2 and prohibiting x_3 with netting properties x_4
jundi	gismu   	-jud-   	-ju'i-	      	x_1 pays attention to x_2
jungo	gismu   	-jug-		      	x_1 is Chinese in aspect x_2
junla	gismu   	-jul-		      	x_1 is a timer or  clock measuring time units x_2 to precision x_3 with method x_4
junri	gismu   	-jur-		      	x_1 is earnest or serious about x_2
junta	gismu			      	x_1 is the weight of x_2 in field x_3
jurme	gismu   	-jum-		      	x_1 is a bacteria or germ of species x_2
jursa	gismu   	-jus-		      	x_1 is harsh or severe to x_2
jutsi	gismu   	-jut-		      	x_1 is a species of genus x_2, family x_3, etc.
juxre	gismu   	-jux-		      	x_1 (nu) is clumsy
jvinu	gismu   	-vin-   	-ji'u-	      	x_1 is a view of x_2 from point of view x_3
kabri	gismu			      	x_1 is a cup or mug containing x_2 made of x_3
kacma	gismu			      	x_1 is a camera recording illumination type x_2 images to medium x_3
kadno	gismu			      	x_1 is Canadian in aspect x_2
kafke	gismu			      	x_1 coughs or burps gas x_2 from orifice x_3
kagni	gismu   	-kag-		      	x_1 is a company or corporation chartered by authority x_2 for purpose x_3
kajde	gismu   	-jde-		      	x_1 warns x_2 of danger x_3
kajna	gismu			      	x_1 is a shelf or counter on x_2 for purpose x_3
kakne	gismu   	-ka'e-		      	x_1 is capable of doing x_2
kakpa	gismu			      	x_1 digs x_2 out of x_3 with x_4
kalci	gismu			      	x_1 is excrement or feces of x_2
kalri	gismu   	-kar-		      	x_1 is open, giving access to x_2 of x_3
kalsa	gismu   	-kas-		      	x_1 is chaotic in x_2
kalte	gismu   	-kat-		      	x_1 hunts prey x_2 for purpose x_3
kamju	gismu			      	x_1 is a column of material x_2
kamni	gismu			      	x_1 is a committee with task x_2 of body x_3
kampu	gismu   	-kau-		      	x_1 is common among x_2
kamro	experimental gismu			      	x_1 reflects Welsh language/culture in aspect x_2
kanba	gismu			      	x_1 is a goat of species x_2
kancu	gismu   	-kac-		      	x_1 counts the number in set x_2 to be x_3 by units x_4
kandi	gismu   	-kad-		      	x_1 is dim or non-intense in property x_2 received by x_3
kanji	gismu   	-kaj-		      	x_1 calculates x_2 from data x_3 by process x_4
kanla	gismu   	-kal-		      	x_1 is an eye of x_2
kanpe	experimental gismu			      	x_1 expects event x_2 with likelihood x_3 (value from 0 to 1, default is {li} {so'a} i.e. near 1)
kanro	gismu   	-ka'o-		      	x_1 is healthy or well by standard x_2
kansa	gismu   	-kan-		      	x_1 accompanies x_2 in x_3
kantu	gismu   	-ka'u-		      	x_1 is a quantum particle of property x_2
kanxe	gismu   	-kax-		      	x_1 is a conjunction stating that x_2 and x_3 are both true
karbi	gismu   	-kab-		      	x_1 compares x_2 with x_3 in property x_4 determining comparison x_5
karce	gismu			      	x_1 is a car or other vehicle for carrying x_2 propelled by x_3
karda	gismu			      	x_1 is a card of material x_2 and shape x_3
kargu	gismu			      	x_1 is expensive to x_2
karli	gismu			      	x_1 is a collar or band surrounding x_2 of material x_3
karni	gismu			      	x_1 is a journal or magazine with content x_2 published by x_3 for audience x_4
katna	gismu   	-ka'a-		      	x_1 cuts x_2 into pieces x_3
kavbu	gismu   	-kav-		      	x_1 captures x_2 with trap x_3
kecti	gismu   	-kec-   	-ke'i-	      	x_1 feels sorry for x_2 about x_3
kelci	gismu   	-kel-   	-kei-	      	x_1 plays with toy x_2
kelvo	gismu   	-ke'o-		      	x_1 is x_2 degrees Kelvin
kenra	gismu   	-ken-		      	x_1 is a cancer in x_2
kensa	gismu   	-kes-		      	x_1 is outer space near x_2
kerfa	gismu   	-kre-		      	x_1 is hair of x_2 at x_3
kerlo	gismu   	-ker-		      	x_1 is an ear of x_2
ketco	gismu   	-ket-   	-tco-	      	x_1 is South American in aspect x_2
kevna	gismu   	-kev-   	-ke'a-	      	x_1 is a cavity or hole in x_2
kibro	experimental gismu			      	x_1 pertains to the internet in aspect x_2.
kicne	gismu   	-kic-   	-ki'e-	      	x_1 cushions x_2 with material x_3
kijno	gismu   	-kij-		      	x_1 is a quantity of oxygen
kilto	gismu   	-ki'o-		      	x_1 is a thousand of x_2 in dimension x_3
kinda	experimental gismu			      	x_1 is kinda like x_2 in property x_3
kinli	gismu   	-kil-		      	x_1 is sharp at location x_2
kisto	gismu   	-kis-		      	x_1 is Pakistani in aspect x_2
klaji	gismu   	-laj-		      	x_1 is a street or alley at x_2 accessing x_3
klaku	gismu   	-kak-		      	x_1 weeps or cries tears x_2 for reason x_3
klama	gismu   	-kla-		      	x_1 goes to x_2 from x_3 via x_4 using means x_5
klani	gismu   	-lai-		      	x_1 is a quantity measured by x_2 on scale x_3
klesi	gismu   	-kle-   	-lei-	      	x_1 is a subset or class of x_2 defined by property x_3
klina	gismu   	-kli-		      	x_1 is transparent or clear to x_2
kliru	gismu			      	x_1 is a quantity of halogen of type x_2
kliti	gismu   	-kit-		      	x_1 is a quantity of clay made of x_2
klupe	gismu   	-lup-   	-lu'e-	      	x_1 is a screw for purpose x_2 with threads x_3 and frame x_4
kluza	gismu   	-luz-		      	x_1 is loose on x_2 at location x_3
kobli	gismu   	-kob-   	-ko'i-	      	x_1 is a cabbage or lettuce of species x_3
kojna	gismu   	-koj-   	-ko'a-	      	x_1 is a corner in x_2 of material x_3
kokso	experimental gismu			      	x_1 is a coconut of variety/cultivar x_2
kolme	gismu   	-kol-   	-ko'e-	      	x_1 is a quantity of coal from source x_2
komcu	gismu   	-kom-		      	x_1 is a comb of material x_2 with tines x_3
konju	gismu   	-kon-   	-ko'u-	      	x_1 is a cone of material x_2 with vertex x_3
korbi	gismu   	-kor-   	-koi-	      	x_1 is an edge or border between x_2 and x_3
korcu	gismu   	-kro-		      	x_1 is bent or crooked
korka	gismu   	-kok-		      	x_1 is a quantity of cork from tree x_2
kosta	gismu   	-kos-		      	x_1 is a jacket or sweater of material x_2
krali	experimental gismu			      	x_1 (ka) is a legal/moral entitlement of individuals x_2 by standard x_3.
kramu	gismu			      	x_1 is x_2 non-metric area units in standard x_3 with subunits x_4
krasi	gismu   	-kra-		      	x_1 is an origin or source of x_2
krati	gismu   	-ka'i-		      	x_1 represents x_2 in function x_3
krefu	gismu   	-ref-   	-ke'u-	      	x_1 is a recurrence of x_2 happening for the x_3:th time
krici	gismu   	-kri-		      	x_1 believes x_2 is true about x_3
krili	gismu			      	x_1 is quantity of crystal of composition x_2 in arrangement x_3
krinu	gismu   	-rin-   	-ki'u-	      	x_1 is a justification or reason for x_2
krixa	gismu   	-kix-   	-ki'a-	      	x_1 yells or cries out x_2
kruca	gismu   	-kuc-		      	x_1 intersects x_2 at location x_3
kruji	gismu   	-ruj-		      	x_1 is a quantity of cream of composition x_2
kruvi	gismu   	-ruv-   	-kru-	      	x_1 is a curve or bend in x_2 at location x_3 defined by x_4
kubli	gismu   	-kub-		      	x_1 is a cube of dimensions x_2 and sides x_3
kucli	gismu			      	x_1 is curious about x_2
kufra	gismu   	-kuf-		      	x_1 is comfortable with x_2
kukte	gismu   	-kuk-		      	x_1 is tasty or delicious to x_2
kulnu	gismu   	-klu-		      	x_1 is culture of x_2
kumfa	gismu   	-kum-   	-ku'a-	      	x_1 is a room in x_2 surrounded by x_3
kumte	gismu			      	x_1 is a camel or llama of species x_2
kunra	gismu   	-kun-		      	x_1 is mineral or ore of x_2 mined from x_3
kunti	gismu   	-kut-		      	x_1 is empty of x_2
kurfa	gismu   	-kur-		      	x_1 is a right-angle with vertices x_2 and dimensions x_3
kurji	gismu   	-kuj-   	-ku'i-	      	x_1 takes care of x_2
kurki	gismu			      	x_1 is bitter or acrid to x_2
kuspe	gismu   	-kup-   	-ku'e-	      	x_1 extends or reaches over x_2
kusru	gismu   	-kus-		      	x_1 is cruel to x_2
labno	gismu			      	x_1 is a wolf of species x_2
lacni	experimental gismu			      	x_1 is an eyewear/glasses used by x_2 serving purpose x_3
lacpu	gismu   	-lap-   	-cpu-	      	x_1 pulls or drags x_2 by handle x_3
lacri	gismu   	-lac-		      	x_1 relies on or trusts x_2 to do x_3
ladru	gismu   	-lad-		      	x_1 is a quantity of milk from x_2
lafti	gismu   	-laf-		      	x_1 lifts x_2 at location x_3 in gravity well x_4
lakne	gismu   	-la'e-		      	x_1 is probable, likely
lakse	gismu   	-lak-		      	x_1 is a quantity of wax from x_2
laldo	experimental gismu			      	x_1 is old, aged in that it has x_2 (ka)
lalxu	gismu   	-la'u-		      	x_1 is a lake or pool at site x_2
lamji	gismu   	-lam-   	-la'i-	      	x_1 is adjacent or next to x_2 in property x_3 in direction x_4
lanbi	gismu			      	x_1 is a quantity of protein of type x_2 composed of amino acids x_3
lanci	gismu			      	x_1 is a flag or banner symbolizing x_2 with pattern x_3 on material x_4
lanka	gismu			      	x_1 is a basket containing x_2 made of x_3
lanli	gismu   	-lal-		      	x_1 analyzes x_2 by method x_3
lanme	gismu   	-lan-		      	x_1 is a sheep of species x_2 and flock x_3
lante	gismu			      	x_1 is a can for x_2 made of x_3
lanxe	gismu   	-lax-		      	x_1 is in balance under forces x_2
lanzu	gismu   	-laz-		      	x_1 is a family including x_2 bonded by standard x_3
larcu	gismu   	-lar-		      	x_1 is an art of craft or skill x_2
lasna	gismu   	-la'a-		      	x_1 fastens or binds x_2 to x_3 with x_4
lastu	gismu			      	x_1 is a quantity of brass of composition x_2
latmo	gismu   	-la'o-		      	x_1 is Latin in aspect x_2
latna	gismu			      	x_1 is a lotus of species x_2 symbolizing x_3 to culture x_4
lazni	gismu			      	x_1 is lazy concerning action x_2
lebna	gismu   	-leb-   	-le'a-	      	x_1 takes or seizes x_2 from x_3
lelxe	experimental gismu			      	x_1 is a lily of species/strain x_2
lenjo	gismu   	-len-   	-le'o-	      	x_1 is a lens focusing x_2 to focus x_3 by means x_4
lenku	gismu   	-lek-		      	x_1 is cold
lerci	gismu   	-lec-		      	x_1 is late by standard x_2
lerfu	gismu   	-ler-   	-le'u-	      	x_1 is a symbol in alphabet x_2 representing x_3
libjo	gismu   	-lib-		      	x_1 is Libyan in aspect x_2
lidne	gismu   	-li'e-		      	x_1 precedes x_2 in sequence x_3
lifri	gismu   	-lif-   	-fri-	      	x_1 experiences x_2
lijda	gismu   	-jda-		      	x_1 is a religion of believers x_2 sharing beliefs x_3
limna	gismu   	-lim-		      	x_1 swims in x_2
lindi	gismu   	-lid-		      	x_1 is lighting at x_2 from x_3
