a	cmavo			      		x ou y (sumti)
noda	cmavo-compound			      		rien du tout
no'i	cmavo			      		vieux sujet
nomo'o	cmavo-compound			      		Chapitre 0
no'o	cmavo			      		valeur standard
noroi	cmavo-compound			      		jamais
nu	cmavo   	-nun-		      		abstracteur d'événement
nu'a	cmavo			      		converti un opérateur mathématique en selbri
nu'e	cmavo			      		promis
nu'ecu'i	cmavo-compound			      		delié de promesse
nu'enai	cmavo-compound			      		non promis
nu'o	cmavo   	-nu'o-		      		potentiel non réalisé
ny	cmavo			      		lettre « n »
o	cmavo			      		x si et seulement si y (sumti)
o'a	cmavo			      		fierté
o'acu'i	cmavo-compound			      		modestie
o'anai	cmavo-compound			      		honte
obu	bu-letteral			      		lettre « o »
o'e	cmavo			      		proximité
o'enai	cmavo-compound			      		distance
oi	cmavo			      		plainte
oinai	cmavo-compound			      		plaisir
oire'e	cmavo-compound			      		problème métaphysique
oiro'a	cmavo-compound			      		embarrassement
oiro'e	cmavo-compound			      		fatigue mentale
oiro'i	cmavo-compound			      		anxiété
oiro'o	cmavo-compound			      		douleur physique
oiro'u	cmavo-compound			      		plainte sexuelle
onai	cmavo-compound			      		x XOR y (sumti)
o'o	cmavo			      		patience
o'ocu'i	cmavo-compound			      		tolérance
o'onai	cmavo-compound			      		énervement
o'u	cmavo			      		détente
o'unai	cmavo-compound			      		stress
pa	cmavo   	-pav-		      		1
pa'a	cmavo			      		en commun avec
pa'aku	cmavo-compound			      		chacun respectivement
pabi	cmavo-compound			      		18
paci	cmavo-compound			      		13
pa'e	cmavo			      		justice
pa'enai	cmavo-compound			      		injustice
pai	cmavo			      		nombre pi
pa'i	cmavo			      		ratio
paki'o	cmavo-compound			      		1000
pamai	cmavo-compound			      		premièrement
pamei	cmavo-compound			      		est un singleton
pamoi	cmavo-compound			      		1er
pamo'o	cmavo-compound			      		Chapitre 1
pamu	cmavo-compound			      		15
pano	cmavo-compound			      		10
panomei	cmavo-compound			      		est une dizaine
panomoi	cmavo-compound			      		10ème
panono	cmavo-compound			      		100
panonomei	cmavo-compound			      		est une centaine
papa	cmavo-compound			      		11
pare	cmavo-compound			      		12
paremei	cmavo-compound			      		est une douzaine
paso	cmavo-compound			      		19
pau	cmavo			      		marque le début d'une question
pa'u	cmavo			      		ayant la/les parties
paunai	cmavo-compound			      		question rhétorique
pavo	cmavo-compound			      		14
paxa	cmavo-compound			      		16
paze	cmavo-compound			      		17
pe	cmavo			      		est associé à
pe'a	cmavo   	-pev-		      		au sens figuré
pei	cmavo			      		question : « émotion ? »
pe'i	cmavo			      		j'émets l'avis
pe'u	cmavo			      		svp
pi	cmavo   	-piz-		      		virgule décimale
pi'a	cmavo			      		matrice de ligne
pidu'e	cmavo-compound			      		trop parmi
pi'e	cmavo			      		séparateur de chiffre (1h12'12''->1pi'e12pi'e12)
pi'i	cmavo			      		multiplication
piji'i	cmavo-compound			      		à peu près tous parmi
pimo'a	cmavo-compound			      		trop peu parmi
pimucu'o	cmavo-compound			      		est de propabilité ½
pi'o	cmavo			      		utilisé par
piresi'e	cmavo-compound			      		est un cinquième de
piro	cmavo-compound			      		tous parmi
pirosi'e	cmavo-compound			      		est la totalité de
piso'a	cmavo-compound			      		presque tous parmi
piso'i	cmavo-compound			      		une grande partie parmi
piso'iroi	cmavo-compound			      		une grande partie du temps
piso'u	cmavo-compound			      		un peu de
piso'uroi	cmavo-compound			      		rarement
pisu'o	cmavo-compound			      		au moins quelques uns de
pi'u	cmavo   	-piv-		      		produit cartésien
po	cmavo			      		est spécifique à
po'e	cmavo			      		associé de manière inaliènable à
poi	cmavo			      		subordonne un bridi à un sumti
po'i	cmavo			      		dans la séquence
po'o	cmavo			      		de façon unique
po'u	cmavo			      		identification restreinte
pu	cmavo			      		marqueur de temps du passé
puba	cmavo-compound			      		allait avoir lieu
puca'a	cmavo-compound			      		était actuellement
puca'o	cmavo-compound			      		était pendant
pu'e	cmavo			      		par le processus
pu'i	cmavo   	-pus-		      		potentiel démontré
pujeba	cmavo-compound			      		avant et après
pujeca	cmavo-compound			      		avant et pendant
pu'o	cmavo			      		avant le début de
pupu	cmavo-compound			      		passé antérieur
pu'u	cmavo   	-puv-		      		abstracteur de processus
puza	cmavo-compound			      		il y a moyennement longtemps
puze'a	cmavo-compound			      		durée moyenne dans le passé
puze'i	cmavo-compound			      		pendant une courte période dans le passé
puze'u	cmavo-compound			      		pendant une longue période dans le passé
puzi	cmavo-compound			      		peu de temps avant
puzu	cmavo-compound			      		longtemps avant
py	cmavo			      		lettre « p »
ra	cmavo			      		sumti récent
ra'a	cmavo			      		correspondant à
ra'e	cmavo			      		répétition des décimales
rai	cmavo			      		avec le superlatif
ra'i	cmavo			      		de la source
ra'o	cmavo			      		remise à jour des assignement
rau	cmavo			      		assez
raumei	cmavo-compound			      		est assez
raumoi	cmavo-compound			      		est le assez-ième parmi
re	cmavo   	-rel-		      		2
re'a	cmavo			      		transposition mathématique
re'e	cmavo			      		spirituel/religieux
re'enai	cmavo-compound			      		sacrilège
rei	cmavo			      		14 (E en hexadécimal)
re'i	cmavo			      		prêt à recevoir
re'inai	cmavo-compound			      		pas prêt à recevoir
reki'o	cmavo-compound			      		2000
remai	cmavo-compound			      		deuxièmement
remei	cmavo-compound			      		est une paire
remoi	cmavo-compound			      		2ème
reno	cmavo-compound			      		20
renomei	cmavo-compound			      		est 20
renono	cmavo-compound			      		200
re'o	cmavo			      		adjacent à
reroi	cmavo-compound			      		2 fois autant
ri	cmavo			      		le dernier sumti
ri'a	cmavo			      		à cause de
ri'a ma	cmavo-compound			      		question : « cause ? »
ri'anai	cmavo-compound			      		malgré la cause
ri'e	cmavo			      		relachement émotionnel
ri'enai	cmavo-compound			      		contriction émotionnelle
ri'i	cmavo			      		expérimenté par
ri'o	cmavo			      		intégrale (opérateur mathématique)
ri'u	cmavo			      		à la droite de
ro	cmavo   	-rol-		      		tout/chaque
ro'a	cmavo			      		social
ro'anai	cmavo-compound			      		antisocial
roda	cmavo-compound			      		chaque chose
ro'e	cmavo			      		mental
ro'enai	cmavo-compound			      		sans esprit
roi	cmavo   	-rom-   	-roi-	      		quantificateur de temps
ro'i	cmavo			      		émotionnel
ro'inai	cmavo-compound			      		anti-émotionnel
romai	cmavo-compound			      		finalement
romoi	cmavo-compound			      		est le dernier parmi
ro'o	cmavo			      		physique
ro'onai	cmavo-compound			      		anti-physique
roroi	cmavo-compound			      		toujours
ro'u	cmavo			      		sexuel
ro'unai	cmavo-compound			      		abstinence sexuelle
ru	cmavo			      		un sumti précédent (lointain)
ru'a	cmavo			      		je postule
ru'e	cmavo			      		Modificateur d'attitudinal, indique que l'intensité est faible
ru'i	cmavo			      		continuellement
ru'inai	cmavo-compound			      		occasionnellement
ru'o	cmavo			      		passe à l'alphabet cyrillique
ru'u	cmavo			      		entourant
ry	cmavo			      		lettre « r »
sa'a	cmavo			      		note de l'éditeur
sa'e	cmavo			      		précisément
sa'enai	cmavo-compound			      		en gros
sai	cmavo			      		Modificateur d'attitudinal, indique que l'intensité est forte
sa'i	cmavo			      		matrice de colonne
sa'o	cmavo			      		dérivation
sau	cmavo			      		requérant
sa'u	cmavo			      		en parlant simplement
sa'unai	cmavo-compound			      		pédantement
se	cmavo   	-sel-		      		2nde conversion
se'a	cmavo			      		auto-suffisance
se'anai	cmavo-compound			      		dépendance
sebai	cmavo-compound			      		forçant le résultat
seba'i	cmavo-compound			      		à la place de
sebau	cmavo-compound			      		dans la langue de
sebe'i	cmavo-compound			      		transmettant
seca'i	cmavo-compound			      		avec autorité sur
secau	cmavo-compound			      		sans
seci'o	cmavo-compound			      		éprouvant l'émotion
seci'u	cmavo-compound			      		sur l'échelle de mesure
secu'u	cmavo-compound			      		exprimant
sede'i	cmavo-compound			      		à la même date que
sedi'o	cmavo-compound			      		à l'endroit précis
sedu'i	cmavo-compound			      		égal à
sedu'o	cmavo-compound			      		sachant les faits
sedu'u	cmavo-compound			      		abstracteur d'énoncé
se'e	cmavo			      		code un charactère
sefa'e	cmavo-compound			      		comme inversion de
sefi'e	cmavo-compound			      		créant
sega'a	cmavo-compound			      		observant
segau	cmavo-compound			      		comme agent faisant
sei	cmavo			      		introduit un bridi métalinguistique
se'i	cmavo			      		egoïste
se'inai	cmavo-compound			      		altruiste
seja'e	cmavo-compound			      		résultats de
seja'enai	cmavo-compound			      		résultats malgré
seja'i	cmavo-compound			      		par la règle préscrivant
seji'e	cmavo-compound			      		comme limite de
seji'o	cmavo-compound			      		controllant les aspects
seji'u	cmavo-compound			      		comme base de
seka'a	cmavo-compound			      		avec pour destination
sekai	cmavo-compound			      		avec la propriété
seka'i	cmavo-compound			      		en représentation de
sekai ma	cmavo-compound			      		quel type ?
seki'i	cmavo-compound			      		en relation avec
sekoi	cmavo-compound			      		comme borne
seku'u	cmavo-compound			      		dans la culture de
sela'u	cmavo-compound			      		en quantité
sele'a	cmavo-compound			      		comme classe de
seli'e	cmavo-compound			      		précédant
sema'e	cmavo-compound			      		fait du matériau
sema'i	cmavo-compound			      		comme standard pour
semau	cmavo-compound			      		plus que
semaunai	cmavo-compound			      		pas plus que
seme'a	cmavo-compound			      		moins que
seme'anai	cmavo-compound			      		pas moins que
seme'e	cmavo-compound			      		comme nom de
semu'u	cmavo-compound			      		exemple de la propriété
se'o	cmavo			      		je sais en moi-même
sepa'a	cmavo-compound			      		ressemblant à
sepa'u	cmavo-compound			      		comme partie de
sepi'o	cmavo-compound			      		utilisant l'outil
sepo'i	cmavo-compound			      		ordonné par la règle
sepu'a	cmavo-compound			      		pour plaire à
sepu'e	cmavo-compound			      		procédant à partir de
sera'a	cmavo-compound			      		concernant
serai	cmavo-compound			      		superlatif en
sera'i	cmavo-compound			      		comme origine de
seri'i	cmavo-compound			      		expérimentant (à la première personne)
sesau	cmavo-compound			      		nécessaire pour
sesi'u	cmavo-compound			      		aidant
setai	cmavo-compound			      		comme forme de
seta'i	cmavo-compound			      		comme méthode pour
seti'i	cmavo-compound			      		suggérant
seti'u	cmavo-compound			      		en même temps que
setu'i	cmavo-compound			      		comme lieu de
se'u	cmavo			      		fini un passage métalinguistique
seva'o	cmavo-compound			      		comme conditions/environnement de
seva'u	cmavo-compound			      		avec bénéficiaire
sezau	cmavo-compound			      		approuvant
sezu'e	cmavo-compound			      		employant les moyens
si	cmavo			      		efface le dernier mot (non lojban = un seul mot)
si'a	cmavo			      		pareillement
si'e	cmavo			      		proportion
si'i	cmavo			      		sommation (sigma)
si'o	cmavo   	-siz-		      		abstracteur de concept
si'u	cmavo			      		aidé par
slaka bu	bu-letteral			      		Lettre « , »
so	cmavo   	-soz-		      		9
so'a	cmavo   	-soj-		      		presque tous/tout
so'e	cmavo   	-sop-		      		la plupart
so'eroi	cmavo-compound			      		habituellement
soi	cmavo			      		réciproquement (sumti)
so'i	cmavo   	-sor-   	-so'i-	      		beaucoup
so'imei	cmavo-compound			      		contient beaucoup d'éléments de
so'iroi	cmavo-compound			      		beaucoup de fois
soki'o	cmavo-compound			      		9000
somoi	cmavo-compound			      		9ème
sono	cmavo-compound			      		90
sonono	cmavo-compound			      		900
so'o	cmavo   	-sos-		      		plusieurs
sosoce'i	cmavo-compound			      		99 pourcents
so'u	cmavo   	-sot-		      		peu
so'uroi	cmavo-compound			      		peu de fois
sozepimu	cmavo-compound			      		97.5
su	cmavo			      		efface un discours
su'a	cmavo			      		je généralise
su'anai	cmavo-compound			      		je particularise
su'e	cmavo   	-sup-   	-su'e-	      		au plus
su'i	cmavo			      		plus (addition)
su'o	cmavo   	-suz-   	-su'o-	      		au moins
su'oremei	cmavo-compound			      		est pluriel
su'oremoi	cmavo-compound			      		est au moins 2ème
su'u	cmavo   	-suv-		      		abstracteur non spécifique
sy	cmavo			      		lettre « s »
ta	cmavo   	-taz-		      		ça là
ta'a	cmavo			      		coupe la parole
ta'e	cmavo			      		habituellement
ta'enai	cmavo-compound			      		inhabituellement
ta'i	cmavo			      		par la méthode
ta'i ma	cmavo-compound			      		question « méthode ? »
ta'o	cmavo			      		digression
ta'onai	cmavo-compound			      		fin de la digression
tau	cmavo			      		change la casse pour la prochaine lettre
te	cmavo   	-ter-		      		3ème conversion
te'a	cmavo			      		à la puissance (maths)
tebau	cmavo-compound			      		exprimant
tebe'i	cmavo-compound			      		envoyé à
teca'i	cmavo-compound			      		autorité fondée sur les bases
teci'e	cmavo-compound			      		des composants (du système)
teci'o	cmavo-compound			      		ressentant à propos de
tecu'u	cmavo-compound			      		exprimé à l'attention de
tede'i	cmavo-compound			      		à la date à l'endroit
tedi'o	cmavo-compound			      		à cet emplacement avec le range
tedu'i	cmavo-compound			      		égaux selon la propriété
tedu'o	cmavo-compound			      		sachant à propos de
te'e	cmavo			      		bornant temporellement
tefi'e	cmavo-compound			      		créé pour l'usage
tega'a	cmavo-compound			      		observé par les moyens
tei	cmavo			      		lettre composée
teja'i	cmavo-compound			      		par la règle du système
teji'e	cmavo-compound			      		limité selon la propriété
teji'o	cmavo-compound			      		controleur dans l'événement
teka'a	cmavo-compound			      		d'origine
teka'i	cmavo-compound			      		représenté dans
teki'i	cmavo-compound			      		avec la relation
tekoi	cmavo-compound			      		bornant
tela'u	cmavo-compound			      		mesuré sur l'échelle
tele'a	cmavo-compound			      		défini par la qualité
teli'e	cmavo-compound			      		ordonné en séquence
tema'e	cmavo-compound			      		dans la forme matérielle
tema'i	cmavo-compound			      		règles du standard
temau	cmavo-compound			      		plus en propriété
teme'a	cmavo-compound			      		moins en propriété
teme'e	cmavo-compound			      		comme nom utilisé par
temu'i	cmavo-compound			      		mobile d'une personne
temu'u	cmavo-compound			      		exemple tiré de l'ensemble
teni'i	cmavo-compound			      		selon le système logique
te'o	cmavo			      		nombre e
tepa'a	cmavo-compound			      		propriété de contraste
tepi'o	cmavo-compound			      		utilisation pour la fonction
tepo'i	cmavo-compound			      		ordonnant les items
tepu'a	cmavo-compound			      		conditions de plaisance
tepu'e	cmavo-compound			      		procédant en la sortie
terai	cmavo-compound			      		à l'extrême
teri'a	cmavo-compound			      		conditions causales
tesi'u	cmavo-compound			      		assisté pour
tetai	cmavo-compound			      		partageant la forme idéale
teta'i	cmavo-compound			      		condition méthodologique
teti'i	cmavo-compound			      		suggéré à
teti'u	cmavo-compound			      		temps du jour
teva'u	cmavo-compound			      		standard d'accointance
tezu'e	cmavo-compound			      		avec l'objectif
ti	cmavo   	-tif-		      		ça juste ici
ti'a	cmavo			      		derrière
ti'e	cmavo			      		j'ai entendu que
ti'i	cmavo			      		suggéré par
ti'u	cmavo			      		associé au temps
to	cmavo			      		parenthèse gauche
to'a	cmavo			      		passe en bas de casse
to'e	cmavo   	-tol-   	-to'e-	      		opposé polaire dans l'échelle de la négativité
toi	cmavo			      		parenthèse droite
to'o	cmavo			      		loin de
to'u	cmavo			      		en bref
to'unai	cmavo-compound			      		en détail
tu	cmavo   	-tuf-		      		ça là-bas loin
tu'a	cmavo			      		extrait un sumti concret d'une abstraction non spécifiée
tu'i	cmavo			      		associé à l'endroit
tu'o	cmavo			      		opérateur nul (maths)
ty	cmavo			      		lettre « t »
u	cmavo			      		x quelque soit y (sumti)
ua	cmavo			      		eureka
u'a	cmavo			      		gain
uanai	cmavo-compound			      		confusion
u'anai	cmavo-compound			      		perte
ubu	bu-letteral			      		lettre « u »
ue	cmavo			      		surprise
u'e	cmavo			      		émerveillement
uecu'i	cmavo-compound			      		pas vraiment une surprise
uenai	cmavo-compound			      		attendue
u'enai	cmavo-compound			      		banalité
uepei	cmavo-compound			      		surprise ?
ui	cmavo			      		joie
u'i	cmavo			      		amusement
uibu	bu-letteral			      		Symbole de bonheur
uinai	cmavo-compound			      		tristesse
uo	cmavo			      		complétude
u'o	cmavo			      		courage
u'ocu'i	cmavo-compound			      		timidité
uonai	cmavo-compound			      		incomplétude
u'onai	cmavo-compound			      		couardise
uu	cmavo			      		pitié
u'u	cmavo			      		repentance
u'ucu'i	cmavo-compound			      		manque de regret
uunai	cmavo-compound			      		cruauté
u'unai	cmavo-compound			      		innocence
va	cmavo   	-vaz-		      		près de (espace)
va'a	cmavo			      		transforme en l'opposé (pour l'addition)
vai	cmavo			      		15 (F en hexadécimal)
va'i	cmavo			      		attitudinal : en d'autres mots
va'inai	cmavo-compound			      		attitudinal : dans les mêmes termes
va'o	cmavo			      		dans l'environnement
vau	cmavo			      		fini un bridi simple
va'u	cmavo			      		bénéficiant de
ve	cmavo   	-vel-		      		4ème conversion
ve'a	cmavo			      		moyen intervalle spatial
vebe'i	cmavo-compound			      		du transmetteur original
veci'e	cmavo-compound			      		en synergie avec
vecu'u	cmavo-compound			      		exprimé dans le medium
vede'i	cmavo-compound			      		date selon le calendrier
vedu'o	cmavo-compound			      		selon l'épistémologie
ve'e	cmavo   	-ve'e-		      		tout l'espace
vefi'e	cmavo-compound			      		créé à partir de
vega'a	cmavo-compound			      		observé sous les conditions
vei	cmavo			      		parenthèse gauche (maths)
ve'i	cmavo			      		très petit intervalle spatial
veka'a	cmavo-compound			      		par la route
vemau	cmavo-compound			      		plus, de la quantité
veme'a	cmavo-compound			      		moins, de la quantité
ve'o	cmavo			      		parenthèse droite (maths)
vepa'a	cmavo-compound			      		similaire selon le standard
vepu'e	cmavo-compound			      		passant par les étapes
verai	cmavo-compound			      		superlatif parmi
vetai	cmavo-compound			      		similaire en propriété
veti'u	cmavo-compound			      		temps à l'endroit
ve'u	cmavo			      		grand intervalle spatial
vi	cmavo   	-viz-		      		ici
vi'a	cmavo			      		intervalle spatial bidimensionnel
vi'e	cmavo			      		intervalle spatial quadridimensionnel
vi'i	cmavo			      		intervalle spatial unidimensionnel
vi ma	cmavo-compound			      		question où ?
vi'u	cmavo			      		intervalle spatial tridimensionnel
vo	cmavo   	-von-		      		4
vo'a	cmavo			      		répète le 1er sumti du bridi principale de cette phrase
vo'e	cmavo			      		répète le 2ème sumti du bridi principale de cette phrase
vo'i	cmavo			      		répète le 3ème sumti du bridi principale de cette phrase
voki'o	cmavo-compound			      		4000
vomoi	cmavo-compound			      		4ème
vono	cmavo-compound			      		40
vonono	cmavo-compound			      		400
vo'o	cmavo			      		répète le 4ème sumti du bridi principale de cette phrase
vo'u	cmavo			      		répète le 5ème sumti du bridi principale de cette phrase
vu	cmavo   	-vuz-		      		loin de
vu'a	cmavo			      		à l'ouest de
vu'e	cmavo			      		attitudinal : vertu
vu'enai	cmavo-compound			      		attitudinal : péché
vu'i	cmavo			      		la suite composée de
vu'u	cmavo			      		moins (maths)
vy	cmavo			      		lettre « v »
xa	cmavo   	-xav-		      		6
xaki'o	cmavo-compound			      		6000
xamoi	cmavo-compound			      		6ème
xano	cmavo-compound			      		60
xanono	cmavo-compound			      		600
xavoki'o	cmavo-compound			      		64000
xe	cmavo   	-xel-		      		5ème conversion
xebe'i	cmavo-compound			      		transmis via
xei	experimental cmavo			      		14 (E en hexadécimal)
xeka'a	cmavo-compound			      		par le moyen de transport
xo	cmavo			      		question « nombre ? »
xu	cmavo			      		question « vrai ou faux ? »
xy	cmavo			      		lettre « x »
y	cmavo			      		hésitation
ybu	bu-letteral			      		lettre « y »
y'y	cmavo			      		Lettre « ' »
za	cmavo			      		distance temporelle moyenne
za'a	cmavo			      		j'observe
zai	cmavo			      		selectionne l'alphabet
za'i	cmavo   	-zaz-		      		abstracteur d'état
za'o	cmavo   	-za'o-		      		continue encore longtemps après
zau	cmavo			      		approuvé par
za'u	cmavo			      		plus grand que
ze	cmavo   	-zel-		      		7
ze'a	cmavo			      		moyenne durée
ze'aba	cmavo-compound			      		moyen intervalle de temps dans le futur
ze'aca	cmavo-compound			      		pendant longtemps durant
ze'apu	cmavo-compound			      		moyen intervalle de temps dans le passé
ze'e	cmavo   	-ze'e-		      		la totalité du temps
zei	cmavo			      		joint comme lujvo
ze'i	cmavo			      		courte durée
zeki'o	cmavo-compound			      		7000
zemoi	cmavo-compound			      		7ème
zeno	cmavo-compound			      		70
zenono	cmavo-compound			      		700
ze'u	cmavo			      		longue durée
zi	cmavo			      		peu de temps
zi'e	cmavo			      		joint des relatives associées au même sumti
zi'o	cmavo   	-zil-		      		sumti inexistant
zo	cmavo			      		citation de 1 mot
zo'a	cmavo   	-zon-   	-zo'a-	      		tangent à
zo'e	cmavo			      		sumti non spécifié
zoi	cmavo			      		citation non lojban
zo'o	cmavo			      		pour rire
zo'obu	bu-letteral			      		Symbole d'humour
zo'onai	cmavo-compound			      		sérieusement
zo'u	cmavo			      		marque la fin du quantificateur logique ou de l'identification du sujet et le début du bridi
zu	cmavo			      		loin dans le temps
zu'a	cmavo			      		à gauche de
zu'e	cmavo			      		avec l'agent
zu'i	cmavo			      		le ça typique (pro sumti)
zu'o	cmavo   	-zum-		      		abstracteur d'activité
zu'u	cmavo			      		d'un côté (figuré)
zu'unai	cmavo-compound			      		de l'autre côté (figuré)
zy	cmavo			      		lettre « z »
